id,cpu,上市日期,主屏尺寸,主屏分辨率,后置摄像头,前置摄像头,电池容量,电池类型,核心数,内存,param_url,img_url
1375598,联发科天玑720,2021年06月,6.6英寸,2400x1080px,6400万像素,1600万像素,4000mAh,None,八核,8GB,http://detail.zol.com.cn/1376/1375598/param.shtml,https://2c.zol-img.com.cn/product/222_320x240/522/ce1KsHuktraUQ.jpg
1396390,联发科 天玑700,2022年01月07日,6.5英寸需双手打字更多6.5英寸手机>,2400x1080像素,1300万像素高清级像素高清像素手机>,暂无数据,5000mAh大电池大电池手机>,None,八核,6GB,http://detail.zol.com.cn/1397/1396390/param.shtml,https://2a.zol-img.com.cn/product/217_320x240/476/cefNkBI5scMjg.jpg
1383958,联发科天玑720,2021年08月20日,6.52英寸,,6400万像素,1600万像素,3800mAh,None,八核,8GB,http://detail.zol.com.cn/1384/1383958/param.shtml,https://2c.zol-img.com.cn/product/221_320x240/32/ce8IcLdV8jfLE.jpg
1375606,联发科天玑720,2021年06月,6.6英寸,2400x1080px,6400万像素,1600万像素,4000mAh,None,八核,8GB,http://detail.zol.com.cn/1376/1375606/param.shtml,https://2c.zol-img.com.cn/product/222_320x240/522/ce1KsHuktraUQ.jpg
1425933,联发科天玑700,2022年09月02日,6.7英寸,2388x1088px,5000万像素,1600万像素,5000mAh,None,八核,8GB,http://detail.zol.com.cn/1426/1425933/param.shtml,https://2b.zol-img.com.cn/product/222_320x240/385/cePDgvM7XyfoU.jpg
1426161,联发科天玑700,2022年09月02日,6.7英寸,2388x1088px,5000万像素,1600万像素,5000mAh,None,八核,8GB,http://detail.zol.com.cn/1427/1426161/param.shtml,https://2b.zol-img.com.cn/product/222_320x240/385/cePDgvM7XyfoU.jpg
